"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,"Visitas ao perfil",Respostas,Navegação,Seguimentos,"Cliques no link","Toques em figurinhas"
18107171242701760,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Estará llegando durante la semana. ¡Quédense atentos!",19,"03/02/2026 07:17",https://www.instagram.com/stories/megaelectronicosparaguay/3844035944420230997,"Story do Instagram",,Total,2383,1943,6,0,4,1,2147,,,
17852207157682612,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Fotito con Lupin 😍🤣",9,"03/02/2026 06:59",https://www.instagram.com/stories/megaelectronicosparaguay/3844025632774203425,"Story do Instagram",,Total,2483,1959,10,1,1,2,2411,,,
18566646586027248,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,12,"03/02/2026 06:57",https://www.instagram.com/stories/megaelectronicosparaguay/3844024316953905623,"Story do Instagram",,Total,2506,2033,7,0,1,0,2406,,,10
17861121309608114,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,0,"03/02/2026 06:56",https://www.instagram.com/stories/megaelectronicosparaguay/3844024143880185624,"Story do Instagram",,Total,2480,2090,4,0,6,1,2240,,,7
18562186555000377,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",@adrianjuncos1,27,"03/02/2026 05:37",https://www.instagram.com/stories/megaelectronicosparaguay/3843984415743064500,"Story do Instagram",,Total,2432,2107,5,1,8,0,2319,,,42
18007082501903721,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Pancita llena, corazón contento 🤣🤣🤣 @megaeletronicosoficialpy",37,"03/02/2026 04:42",https://www.instagram.com/stories/megaelectronicosparaguay/3843956697441828584,"Story do Instagram",,Total,10513,8661,9,3,7,0,2357,,,
18064826615315228,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,8,"03/02/2026 04:24",https://www.instagram.com/stories/megaelectronicosparaguay/3843947440369575625,"Story do Instagram",,Total,2583,2213,7,0,2,0,2110,,,
18342830098240730,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"03/02/2026 04:14",https://www.instagram.com/stories/megaelectronicosparaguay/3843942533361092870,"Story do Instagram",,Total,2585,2276,7,0,4,0,2517,,,
18566912854063223,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Lunes de interactuar con ustedes",0,"03/02/2026 04:12",https://www.instagram.com/stories/megaelectronicosparaguay/3843941765996388481,"Story do Instagram",,Total,2664,2400,16,0,3,1,2552,,,
18138582142497430,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,24,"03/02/2026 04:07",https://www.instagram.com/stories/megaelectronicosparaguay/3843938852523739683,"Story do Instagram",,Total,2932,2590,17,1,15,3,4424,,,
18150493798459122,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,0,"03/01/2026 09:35",https://www.instagram.com/stories/megaelectronicosparaguay/3843379342948236489,"Story do Instagram",,Total,3785,3106,8,0,27,0,3560,,,
18157116694429981,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,0,"03/01/2026 07:10",https://www.instagram.com/stories/megaelectronicosparaguay/3843306313572435518,"Story do Instagram",,Total,4268,3594,8,0,23,1,3975,,,
18116918146620777,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,41,"03/01/2026 06:58",https://www.instagram.com/stories/megaelectronicosparaguay/3843300317605157459,"Story do Instagram",,Total,4662,4046,16,4,20,3,4208,,,
18035999531571717,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,0,"02/28/2026 06:46",https://www.instagram.com/stories/megaelectronicosparaguay/3842569644271504589,"Story do Instagram",,Total,1850,1651,9,0,14,1,1775,,,
18345933595237961,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,0,"02/28/2026 06:46",https://www.instagram.com/stories/megaelectronicosparaguay/3842569612638076954,"Story do Instagram",,Total,1888,1696,9,0,3,0,1842,,,
18067500371270931,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,0,"02/28/2026 06:46",https://www.instagram.com/stories/megaelectronicosparaguay/3842569583965767752,"Story do Instagram",,Total,1999,1727,12,0,2,2,1946,,,
18094250167996891,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,0,"02/28/2026 06:46",https://www.instagram.com/stories/megaelectronicosparaguay/3842569557281657632,"Story do Instagram",,Total,2049,1777,10,0,1,0,1969,,,
18076258268369763,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Aqui en Mega Electrónicos tenemos un sector especial para que puedas probar la potencia de tu speaker favorito 🤩",15,"02/28/2026 06:40",https://www.instagram.com/stories/megaelectronicosparaguay/3842566466230605236,"Story do Instagram",,Total,2034,1809,18,0,2,0,1949,,,
18008999234839148,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Veni proba el teléfono de tu sueños 😍🥰",21,"02/28/2026 06:29",https://www.instagram.com/stories/megaelectronicosparaguay/3842561080324798753,"Story do Instagram",,Total,2124,1847,18,6,6,2,2009,,,
18095076941060510,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Sector de Apple 🍎",11,"02/28/2026 05:37",https://www.instagram.com/stories/megaelectronicosparaguay/3842534786509838679,"Story do Instagram",,Total,2228,1853,17,2,6,2,2062,,94,
17889072789433749,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Sector de Promoción",13,"02/28/2026 05:35",https://www.instagram.com/stories/megaelectronicosparaguay/3842533501870043492,"Story do Instagram",,Total,2169,1915,12,0,3,0,2055,,43,
18409231708192552,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,0,"02/28/2026 05:29",https://www.instagram.com/stories/megaelectronicosparaguay/3842530596567927152,"Story do Instagram",,Total,2137,1971,13,0,1,0,1958,,,
18107685238741065,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","🇵🇾Acompáñennos en esta misión de ver los sectores más destacados de la tienda! 😎
🇧🇷Acompanha a gente nessa missão de olhar os setores mais destacados da loja! 😎 @megaeletronicosoficialpy",36,"02/28/2026 05:02",https://www.instagram.com/stories/megaelectronicosparaguay/3842516954954920356,"Story do Instagram",,Total,8733,7766,12,1,2,0,2099,,,
17991931535761489,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Vamos a hacer compras hoy? 
BUEN DÍA 🇵🇾🇦🇷 BOM DIA 🇧🇷",20,"02/28/2026 04:45",https://www.instagram.com/stories/megaelectronicosparaguay/3842508647045311654,"Story do Instagram",,Total,9306,7980,21,2,5,0,2194,,,
18109074967740832,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,0,"02/28/2026 03:06",https://www.instagram.com/stories/megaelectronicosparaguay/3842458800804113291,"Story do Instagram",,Total,2656,2313,26,1,7,0,2390,,,
18060082445680087,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,60,"02/28/2026 03:06",https://www.instagram.com/stories/megaelectronicosparaguay/3842458696693092797,"Story do Instagram",,Total,2844,2450,26,2,8,0,2571,,,
18050382011495468,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,8,"02/27/2026 12:38",https://www.instagram.com/stories/megaelectronicosparaguay/3842021929146452395,"Story do Instagram",,Total,2866,2335,17,3,12,0,2312,,,
17846063040675030,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,24,"02/27/2026 10:28",https://www.instagram.com/stories/megaelectronicosparaguay/3841956627993920188,"Story do Instagram",,Total,2884,2505,14,3,9,0,2408,1,,
17866624206579821,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","@leticia_castelhone  Uno de la serie: “Mi trabajo me está matando” @megaeletronicosoficialpy  @araa_garcia",15,"02/27/2026 05:01",https://www.instagram.com/stories/megaelectronicosparaguay/3841791765556288591,"Story do Instagram",,Total,9313,7599,22,2,6,0,2550,,,57
18023947814802085,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,46,"02/27/2026 04:34",https://www.instagram.com/stories/megaelectronicosparaguay/3841778084650989848,"Story do Instagram",,Total,2758,2480,8,4,4,1,2642,,23,
18105247576667583,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 235.000 Vaso térmico WEEDOO Linkin Park",26,"02/27/2026 04:29",https://www.instagram.com/stories/megaelectronicosparaguay/3841775766433997183,"Story do Instagram",,Total,2764,2514,9,1,5,0,2672,1,,
18057384767680502,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,24,"02/27/2026 04:08",https://www.instagram.com/stories/megaelectronicosparaguay/3841764966864527432,"Story do Instagram",,Total,2817,2563,11,0,4,0,2641,,24,
18095940853980694,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","MEEEEU AMOR",27,"02/27/2026 03:59",https://www.instagram.com/stories/megaelectronicosparaguay/3841760725995399269,"Story do Instagram",,Total,2955,2667,19,2,2,0,2667,,,
17890085991431011,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 235.000 Vaso térmico WEEDOO diseño Pokémon",33,"02/27/2026 03:35",https://www.instagram.com/stories/megaelectronicosparaguay/3841748897982591380,"Story do Instagram",,Total,3065,2696,19,7,5,1,2938,,,
17996127182869234,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 235.000 Vaso térmico WEEDOO de 1.2L",31,"02/27/2026 03:29",https://www.instagram.com/stories/megaelectronicosparaguay/3841745768067166785,"Story do Instagram",,Total,3205,2827,25,2,2,2,2992,,,
17896384698262021,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,16,"02/27/2026 03:18",https://www.instagram.com/stories/megaelectronicosparaguay/3841739840886421011,"Story do Instagram",,Total,3285,2909,21,0,4,0,2929,,,
18100276453929250,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","@araa_garcia 
@leticia_castelhone  Momento de transformación de las girls 🤣😮‍💨",20,"02/27/2026 03:01",https://www.instagram.com/stories/megaelectronicosparaguay/3841731610705706954,"Story do Instagram",,Total,12263,9321,29,3,5,0,3157,,,
18103304551862296,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Su comunicadora Power Ranger Rosa ya está por la tienda 🩷",8,"02/27/2026 01:44",https://www.instagram.com/stories/megaelectronicosparaguay/3841692591506644764,"Story do Instagram",,Total,5431,3927,29,2,13,0,3042,,,
18017281703664311,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,24,"02/26/2026 06:21",https://www.instagram.com/stories/megaelectronicosparaguay/3841107238190088521,"Story do Instagram",,Total,2136,1775,11,0,15,0,1940,,,
17912933559300887,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,17,"02/26/2026 06:16",https://www.instagram.com/stories/megaelectronicosparaguay/3841104572810546941,"Story do Instagram",,Total,2098,1840,10,0,5,0,1846,,,
18091151102034203,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,30,"02/26/2026 06:10",https://www.instagram.com/stories/megaelectronicosparaguay/3841101786651838916,"Story do Instagram",,Total,2153,1895,11,2,2,0,1937,,,
17926303476233157,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,19,"02/26/2026 06:06",https://www.instagram.com/stories/megaelectronicosparaguay/3841099709976427156,"Story do Instagram",,Total,2208,1951,11,0,3,1,1964,,,
17899196319242514,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Descubriendo las notas olfativas BORAAA",10,"02/26/2026 05:56",https://www.instagram.com/stories/megaelectronicosparaguay/3841094899369784239,"Story do Instagram",,Total,2277,2022,11,0,6,0,2133,,,
18346538680232561,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 199.000 Perfume L’Haya Caramel Cashmeran",22,"02/26/2026 05:44",https://www.instagram.com/stories/megaelectronicosparaguay/3841088927872087981,"Story do Instagram",,Total,2356,2104,11,0,2,0,2269,,,
17899087809400462,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 199.000 Perfume Oud L’Haya Oud Amiri OBS: Valor sujeto a alteración",25,"02/26/2026 05:37",https://www.instagram.com/stories/megaelectronicosparaguay/3841087386993842986,"Story do Instagram",,Total,2483,2199,11,0,1,0,2389,,,
18174247012378132,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","¡Holaa chicas cherosas! 🩷 ❤️ 💞 💓 ❤️ ✨",21,"02/26/2026 05:28",https://www.instagram.com/stories/megaelectronicosparaguay/3841080894773308795,"Story do Instagram",,Total,2848,2514,18,1,11,3,2588,,,
18112082608657195,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"02/25/2026 11:01",https://www.instagram.com/stories/megaelectronicosparaguay/3840523503179228043,"Story do Instagram",,Total,2087,1737,9,0,6,0,1995,,,
17879931141472815,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Pantalla con modo de Privacidad integrado ✅",11,"02/25/2026 10:48",https://www.instagram.com/stories/megaelectronicosparaguay/3840517013416554472,"Story do Instagram",,Total,2149,1801,12,3,5,1,1884,,,
18074503190616467,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,15,"02/25/2026 10:40",https://www.instagram.com/stories/megaelectronicosparaguay/3840513236244461813,"Story do Instagram",,Total,2216,1811,20,21,3,1,2125,,,
17914971981292380,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"02/25/2026 10:31",https://www.instagram.com/stories/megaelectronicosparaguay/3840508205562687578,"Story do Instagram",,Total,2179,1845,15,1,5,0,2117,,,
18436804636118976,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,40,"02/25/2026 10:21",https://www.instagram.com/stories/megaelectronicosparaguay/3840504756376777575,"Story do Instagram",,Total,2294,1946,16,10,5,3,2056,,,
17879006544488786,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Lanzamiento oficial del Samsung Galaxy S26 Ultra 🤩",21,"02/25/2026 10:21",https://www.instagram.com/stories/megaelectronicosparaguay/3840503380393410991,"Story do Instagram",,Total,2501,2055,20,6,6,0,2188,1,,
18092781428474461,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,0,"02/25/2026 05:28",https://www.instagram.com/stories/megaelectronicosparaguay/3840355713872353246,"Story do Instagram",,Total,2141,1737,5,0,12,0,2005,1,,
18083639219187916,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,13,"02/25/2026 04:54",https://www.instagram.com/stories/megaelectronicosparaguay/3840338805131359223,"Story do Instagram",,Total,2079,1763,9,2,7,0,1988,1,47,
18090647831514159,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 8.619.000 Samsung GALAXY S25 Ultra de 512GB y 12GB RAM  OBS: Valor sujeto a alteración",30,"02/25/2026 04:50",https://www.instagram.com/stories/megaelectronicosparaguay/3840336846726896665,"Story do Instagram",,Total,2132,1808,14,0,1,1,2003,,,
18092998886045420,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 4.361.000 Samsung GALAXY S25 FE de 256GB",12,"02/25/2026 04:45",https://www.instagram.com/stories/megaelectronicosparaguay/3840334140108974804,"Story do Instagram",,Total,2131,1837,9,0,1,1,1959,,,
18080292908214321,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 1.855.000 Samsung GALAXY A36 de 128GB",18,"02/25/2026 04:37",https://www.instagram.com/stories/megaelectronicosparaguay/3840333128392516797,"Story do Instagram",,Total,2150,1880,12,0,3,1,2040,,,
18379931533084468,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 1.446.000 Samsung GALAXY A17 5G de 256GB",15,"02/25/2026 04:03",https://www.instagram.com/stories/megaelectronicosparaguay/3840312907099291073,"Story do Instagram",,Total,2233,1900,12,0,3,1,2101,1,,
18391477852148476,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 731.000 Samsung Galaxy A07 de 64GB  OBS: Valor sujeto a alteración",13,"02/25/2026 03:56",https://www.instagram.com/stories/megaelectronicosparaguay/3840309360983028664,"Story do Instagram",,Total,2304,1976,11,0,3,1,2129,,,
18086791540907188,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Precios actualizados de celulares Samsung 👉🏻 Pueden financiar en hasta 24 cuotas sin intereses Con los bancos adheridos 😉",9,"02/25/2026 03:53",https://www.instagram.com/stories/megaelectronicosparaguay/3840308022396070736,"Story do Instagram",,Total,2305,2040,11,0,2,0,2223,1,,
17889801636429065,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Hoy es el lanzamiento oficial de la línea GALAXY S26 ¡Quédense atentos!",21,"02/25/2026 03:48",https://www.instagram.com/stories/megaelectronicosparaguay/3840305878611824649,"Story do Instagram",,Total,2554,2255,24,5,15,2,2301,2,,
17973516761844429,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Ahora: GS. 55.000✅ Antes: GS 222.000❌ Perfume Feel Misk AI Khayr",14,"02/24/2026 05:25",https://www.instagram.com/stories/megaelectronicosparaguay/3839629743955641962,"Story do Instagram",,Total,2040,1855,5,0,15,0,1934,,,
17956528605075717,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Ahora: GS. 71.000✅ Antes: GS 214.000❌ Perfume Mesopotâmia Lagash EDP",17,"02/24/2026 05:22",https://www.instagram.com/stories/megaelectronicosparaguay/3839628810395863741,"Story do Instagram",,Total,2075,1902,4,0,7,0,1969,,,
18129394366536213,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Ahora: GS. 79.000✅ Antes: GS. 231.000❌ Perfume Victory Silver EDP",11,"02/24/2026 05:18",https://www.instagram.com/stories/megaelectronicosparaguay/3839626136543863845,"Story do Instagram",,Total,2153,1943,5,2,4,0,1968,,,
18135631252501885,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","75%  OFF Hasta",14,"02/24/2026 04:57",https://www.instagram.com/stories/megaelectronicosparaguay/3839615462526720325,"Story do Instagram",,Total,2202,1980,5,1,2,0,2044,,,
18037034873773699,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 231.000 Perfume Femenino AI Wataniah Watani PINK EDP",18,"02/24/2026 04:54",https://www.instagram.com/stories/megaelectronicosparaguay/3839614026338308953,"Story do Instagram",,Total,2223,2025,8,0,5,1,2146,,,
17965503168018651,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 302.000 Perfume Femenino Furla Adorabile EDP",20,"02/24/2026 04:52",https://www.instagram.com/stories/megaelectronicosparaguay/3839613373679412756,"Story do Instagram",,Total,2300,2088,7,1,3,0,2215,,,
18095391562945282,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 405.000 Perfume Femenino Original EDP 100ml",18,"02/24/2026 04:49",https://www.instagram.com/stories/megaelectronicosparaguay/3839611523639051002,"Story do Instagram",,Total,2423,2162,13,0,4,1,2309,1,,
18314180356252780,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",❤️🤍💙,20,"02/24/2026 04:42",https://www.instagram.com/stories/megaelectronicosparaguay/3839608201540588784,"Story do Instagram",,Total,2679,2309,33,1,3,2,2444,,,
17878619856474930,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Feliz día a todas las mujeres Paraguayas ❤️🤍💙",34,"02/24/2026 04:38",https://www.instagram.com/stories/megaelectronicosparaguay/3839606185397362711,"Story do Instagram",,Total,12238,9842,39,5,4,3,2599,,,
18347093281234244,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,0,"02/24/2026 02:23",https://www.instagram.com/stories/megaelectronicosparaguay/3839537890837190181,"Story do Instagram",,Total,3323,2730,18,5,11,1,2759,2,,
18095057509799172,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 88.000 Hamidi Ghadir EDP OBS: Valor sujeto a alteración",17,"02/23/2026 04:48",https://www.instagram.com/stories/megaelectronicosparaguay/3838885967742116530,"Story do Instagram",,Total,2019,1846,7,0,12,0,1928,,,
18099060730932622,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 140.000 Hamidi Addicted Madame Parfum  OBS: Valor sujeto a alteración",21,"02/23/2026 04:44",https://www.instagram.com/stories/megaelectronicosparaguay/3838884318298518928,"Story do Instagram",,Total,2037,1856,9,0,3,0,1948,,,
18091538075035774,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"02/23/2026 04:39",https://www.instagram.com/stories/megaelectronicosparaguay/3838881858137915462,"Story do Instagram",,Total,2139,1940,16,1,,0,1846,,,
17876003457516021,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 114.000  Risala Elite Khazna Kohinoor EDP OBS: Valor sujeto a alteración",20,"02/23/2026 04:31",https://www.instagram.com/stories/megaelectronicosparaguay/3838877407452908152,"Story do Instagram",,Total,2153,1980,8,0,4,0,2043,,,
18113798896725259,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 127.000 Risala Elite Eleganzia Bleu EDP OBS: Valor sujeto a alteración",23,"02/23/2026 04:24",https://www.instagram.com/stories/megaelectronicosparaguay/3838874160356966687,"Story do Instagram",,Total,2240,2031,8,1,3,1,2113,,,
18084086030225679,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 78.000 Perfume Risala Sana EDP OBS: Valor sujeto a alteración",29,"02/23/2026 04:21",https://www.instagram.com/stories/megaelectronicosparaguay/3838872436288297241,"Story do Instagram",,Total,2280,2052,8,2,4,0,2105,,,
17912534766325436,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Ustedes no están preparados para esto 😮‍💨",9,"02/23/2026 04:16",https://www.instagram.com/stories/megaelectronicosparaguay/3838870101487038379,"Story do Instagram",,Total,2340,2143,10,0,3,0,2015,,,
17969351670010158,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"02/23/2026 03:23",https://www.instagram.com/stories/megaelectronicosparaguay/3838843564964494063,"Story do Instagram",,Total,2502,2287,10,0,3,2,2401,,,
17991396251923304,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Holaaa ¡Espero que estén súper bien!",13,"02/23/2026 03:22",https://www.instagram.com/stories/megaelectronicosparaguay/3838842795771042723,"Story do Instagram",,Total,2806,2518,16,0,11,0,2506,2,,
18343085113214918,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Las comunicadoras: El jefe: Seguro las comunicadoras están súper ocupadas  @megaeletronicosoficialpy",6,"02/21/2026 07:45",https://www.instagram.com/stories/megaelectronicosparaguay/3837525805269803464,"Story do Instagram",,Total,13743,11263,9,2,12,1,2734,,,
18420679048141735,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,36,"02/21/2026 06:39",https://www.instagram.com/stories/megaelectronicosparaguay/3837492353942224096,"Story do Instagram",,Total,2914,2501,5,2,3,1,2001,,,
18079078403610613,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Siempre ofreciendo diversión y una excelente experiencia de compras ✨ ✨ 🪩 🎉 🥳 🎊",43,"02/21/2026 06:37",https://www.instagram.com/stories/megaelectronicosparaguay/3837491746380489058,"Story do Instagram",,Total,3129,2678,10,2,6,2,2151,1,,
18341539861215532,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","¿Vamo tomar uma? 😮‍💨 🍹 🍸 ✨",19,"02/21/2026 04:20",https://www.instagram.com/stories/megaelectronicosparaguay/3837422775421659287,"Story do Instagram",,Total,1767,1493,9,10,3,1,1602,,,
18063927290316316,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Les esperamos hasta las 15:00h ✨ ✨ ✨",25,"02/21/2026 03:57",https://www.instagram.com/stories/megaelectronicosparaguay/3837410913770576740,"Story do Instagram",,Total,1772,1470,5,2,,0,1674,,,
18450452671096503,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Si te quieres divertir con promos y novedades, solo tienes que decidir un sábado en Mega Electrónicos 😉",18,"02/21/2026 03:52",https://www.instagram.com/stories/megaelectronicosparaguay/3837408209140736318,"Story do Instagram",,Total,1743,1466,11,0,1,1,1624,,,
18083327654260484,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"02/21/2026 02:57",https://www.instagram.com/stories/megaelectronicosparaguay/3837380942389852228,"Story do Instagram",,Total,1556,1384,2,0,1,0,1533,,,
18080761382033338,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"02/21/2026 02:57",https://www.instagram.com/stories/megaelectronicosparaguay/3837380849452504225,"Story do Instagram",,Total,1568,1426,3,0,2,0,1536,,,
18056976950394071,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"02/21/2026 02:57",https://www.instagram.com/stories/megaelectronicosparaguay/3837380764752681244,"Story do Instagram",,Total,1610,1450,3,1,1,0,1586,,,
17973830295007161,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"02/21/2026 02:57",https://www.instagram.com/stories/megaelectronicosparaguay/3837380690924599901,"Story do Instagram",,Total,1724,1478,4,0,1,0,1680,,,
17852018118630826,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾",,9,"02/21/2026 02:57",https://www.instagram.com/stories/megaelectronicosparaguay/3837380600671539343,"Story do Instagram",,Total,1983,1682,4,1,8,0,1864,,,
17963581383033596,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 421.000 Consola Portátil Powkiddy de 3.2”",16,"02/20/2026 06:05",https://www.instagram.com/stories/megaelectronicosparaguay/3836750423331472422,"Story do Instagram",,Total,1535,1366,3,0,9,0,1472,,,
17912677521304239,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","Miren este modelo, está lindísimo! 😍",9,"02/20/2026 06:02",https://www.instagram.com/stories/megaelectronicosparaguay/3836749203636285496,"Story do Instagram",,Total,1528,1400,4,0,1,1,1493,,,
18065927633270169,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 239.000 Consola Portátil R40S Pro",11,"02/20/2026 06:00",https://www.instagram.com/stories/megaelectronicosparaguay/3836748007747886572,"Story do Instagram",,Total,1568,1434,5,0,2,0,1500,,,
18077937566356596,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 279.000 Consola Portátil de 3.5” con 22.000 juegos",10,"02/20/2026 05:57",https://www.instagram.com/stories/megaelectronicosparaguay/3836746749691578465,"Story do Instagram",,Total,1604,1451,5,0,2,0,1514,,,
17956752972062561,17841464139514838,megaelectronicosparaguay,"Mega Electrónicos 🇵🇾","GS. 159.000 Consola Portátil X6 de 32GB de 3”",17,"02/20/2026 05:55",https://www.instagram.com/stories/megaelectronicosparaguay/3836745559356521461,"Story do Instagram",,Total,1641,1487,7,1,3,0,1545,,,
