"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,"Visitas ao perfil",Respostas,Navegação,"Toques em figurinhas","Cliques no link",Likes
18337867828229603,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/23/2025 10:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3772382652012758828,"Story do Instagram",,Total,7827,7082,13,6,,3,0,7406,6,
17932444883998412,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/23/2025 10:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3772382527970431574,"Story do Instagram",,Total,7870,7172,12,2,,4,0,7501,4,
18027750500760796,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/23/2025 10:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3772382450979784116,"Story do Instagram",,Total,8104,7262,11,0,,,0,7977,,
18054537293328129,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/23/2025 10:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3772382409632371381,"Story do Instagram",,Total,8294,7336,9,5,,6,0,8078,2,
17940065234964348,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/23/2025 10:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3772382268301104430,"Story do Instagram",,Total,8419,7465,11,2,1,6,0,8011,7,
17900949117300038,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Parabéns aos 5 primeiros 🎉🥳",9,"11/23/2025 10:36",https://www.instagram.com/stories/megaeletronicosoficialpy/3772382130845331406,"Story do Instagram",,Total,8605,7594,9,4,,2,0,8368,,
17987671637857877,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/23/2025 10:36",https://www.instagram.com/stories/megaeletronicosoficialpy/3772381832965889693,"Story do Instagram",,Total,9084,7766,12,0,,12,0,8147,,
18057314015292096,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sorteio vai começar jaja !!",23,"11/23/2025 09:00",https://www.instagram.com/stories/megaeletronicosoficialpy/3772333534204747810,"Story do Instagram",,Total,14677,11051,31,6,3,37,4,9220,,
17844763299603221,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"11/23/2025 06:19",https://www.instagram.com/stories/megaeletronicosoficialpy/3772252629855490228,"Story do Instagram",,Total,10314,8159,14,0,1,40,2,9956,174,
17947381514932206,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Dia 4 Hoje sortearemos os 3 iPhones 17 pro Max",16,"11/23/2025 05:22",https://www.instagram.com/stories/megaeletronicosoficialpy/3772224005978847042,"Story do Instagram",,Total,10078,8428,26,13,2,33,2,9303,,
18075540458190067,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",@megaelectronicosparaguay,12,"11/23/2025 04:10",https://www.instagram.com/stories/megaeletronicosoficialpy/3772187535909945998,"Story do Instagram",,Total,15213,12105,11,3,,17,0,9094,,
18024348368782928,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/23/2025 03:22",https://www.instagram.com/stories/megaeletronicosoficialpy/3772163483598182338,"Story do Instagram",,Total,10144,8607,22,10,,20,1,9532,8,
18087322702799001,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/22/2025 22:04",https://www.instagram.com/stories/megaeletronicosoficialpy/3772003451438734574,"Story do Instagram",,Total,10096,8553,12,2,1,22,1,9042,17,
17877852594341424,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/22/2025 22:02",https://www.instagram.com/stories/megaeletronicosoficialpy/3772002556030298230,"Story do Instagram",,Total,10302,9023,13,2,1,7,0,9908,2,
18003305018830979,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/22/2025 22:00",https://www.instagram.com/stories/megaeletronicosoficialpy/3772001352978074320,"Story do Instagram",,Total,11409,9680,15,0,2,43,2,10868,10,
17863917009522170,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",😍😍🍻,14,"11/22/2025 10:30",https://www.instagram.com/stories/megaeletronicosoficialpy/3771654123990099513,"Story do Instagram",,Total,15324,11374,12,8,,39,1,9412,,
18539950996043417,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/22/2025 10:11",https://www.instagram.com/stories/megaeletronicosoficialpy/3771644636457707614,"Story do Instagram",,Total,9377,8176,7,0,,9,0,9212,39,
18078202475171548,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/22/2025 10:11",https://www.instagram.com/stories/megaeletronicosoficialpy/3771644566899330152,"Story do Instagram",,Total,9085,8256,10,2,,7,2,9000,6,
17881844205306898,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/22/2025 10:10",https://www.instagram.com/stories/megaeletronicosoficialpy/3771644273432307028,"Story do Instagram",,Total,9154,8316,6,0,,7,1,9074,6,
17854689777528852,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/22/2025 10:10",https://www.instagram.com/stories/megaeletronicosoficialpy/3771644061687072233,"Story do Instagram",,Total,9573,8471,8,0,1,16,2,9366,11,
18544592860003050,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",@megaelectronicosparaguay,29,"11/22/2025 08:59",https://www.instagram.com/stories/megaeletronicosoficialpy/3771615272336713571,"Story do Instagram",,Total,14879,11748,14,7,1,13,0,8996,,
17977493798948487,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/19/2025 10:23",https://www.instagram.com/stories/megaeletronicosoficialpy/3769476406272194729,"Story do Instagram",,Total,35536,20909,19,86,2,19,5,31297,
17935315074102536,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/19/2025 10:23",https://www.instagram.com/stories/megaeletronicosoficialpy/3769476402144944371,"Story do Instagram",,Total,36796,21130,20,102,2,16,7,31955,
18030673940756185,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/22/2025 08:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3771580285256311428,"Story do Instagram",,Total,9946,8571,15,3,,29,0,9542,18
17908546965125423,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/22/2025 05:35",https://www.instagram.com/stories/megaeletronicosoficialpy/3771505757926830565,"Story do Instagram",,Total,13971,11060,14,3,,6,1,8479,
18108390184528825,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","@megaelectronicosparaguay  Movimento não PARA! 🔥",11,"11/22/2025 05:35",https://www.instagram.com/stories/megaeletronicosoficialpy/3771505515252802336,"Story do Instagram",,Total,13249,10283,13,6,2,12,2,8498,
18082458062280879,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","O pessoal já celebrando as compras da Oferta Relâmpago 🤩🥳 Ar condicionado por $99,90 @megaelectronicosparaguay",23,"11/22/2025 05:26",https://www.instagram.com/stories/megaeletronicosoficialpy/3771501122876990330,"Story do Instagram",,Total,14196,10733,12,14,,6,1,8493,
17978855261929402,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Ar condicionado Audisat 12.000 BTUs $99,90",8,"11/22/2025 05:17",https://www.instagram.com/stories/megaeletronicosoficialpy/3771496704328714501,"Story do Instagram",,Total,9879,7555,14,18,,8,3,8746,
18543800380012448,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/22/2025 05:08",https://www.instagram.com/stories/megaeletronicosoficialpy/3771492220768712234,"Story do Instagram",,Total,9976,7749,9,48,,8,0,8938,
18097861843837944,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,15,"11/22/2025 03:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3771453467790496662,"Story do Instagram",,Total,8740,7134,9,4,,24,0,8639,
18087337732800694,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",⚡️,5,"11/22/2025 03:49",https://www.instagram.com/stories/megaeletronicosoficialpy/3771452448348145566,"Story do Instagram",,Total,9291,7214,9,3,,13,0,8230,
17901507942311979,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/22/2025 03:27",https://www.instagram.com/stories/megaeletronicosoficialpy/3771441203687527434,"Story do Instagram",,Total,9276,7294,11,10,,7,3,8640,
17887001010401681,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/22/2025 02:49",https://www.instagram.com/stories/megaeletronicosoficialpy/3771421858131435365,"Story do Instagram",,Total,8717,7168,8,0,,11,0,8507,8
18058935470271884,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/22/2025 02:48",https://www.instagram.com/stories/megaeletronicosoficialpy/3771421817186636399,"Story do Instagram",,Total,8692,7270,16,20,,6,1,7617,4
18068284256615367,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/22/2025 02:48",https://www.instagram.com/stories/megaeletronicosoficialpy/3771421692909446324,"Story do Instagram",,Total,8521,7347,14,1,,3,0,8124,
17905181205143423,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/22/2025 02:48",https://www.instagram.com/stories/megaeletronicosoficialpy/3771421583354181672,"Story do Instagram",,Total,9138,7479,13,7,,9,0,8764,2
17980227077925899,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,33,"11/22/2025 02:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3771405482964652779,"Story do Instagram",,Total,9344,7593,28,7,1,23,2,8896,
18086659396945753,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Quem mais está atrás do ar condicionado?",41,"11/22/2025 02:04",https://www.instagram.com/stories/megaeletronicosoficialpy/3771399312195570510,"Story do Instagram",,Total,8855,7683,20,2,,8,1,8501,
18349538203206135,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Dia 3 Corre pra mega",9,"11/22/2025 01:52",https://www.instagram.com/stories/megaeletronicosoficialpy/3771393246627955624,"Story do Instagram",,Total,9091,7898,12,1,2,24,2,8079,
17927544162149580,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 18:52",https://www.instagram.com/stories/megaeletronicosoficialpy/3771181829890798152,"Story do Instagram",,Total,8686,7511,10,23,1,15,0,8071,
18210881695312083,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 18:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3771181271075262907,"Story do Instagram",,Total,8616,7528,12,1,,2,0,8237,15
18103444597670174,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 18:50",https://www.instagram.com/stories/megaeletronicosoficialpy/3771181186694267895,"Story do Instagram",,Total,8769,7565,8,8,,9,0,8230,2
18063392258407230,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 18:50",https://www.instagram.com/stories/megaeletronicosoficialpy/3771180958532513612,"Story do Instagram",,Total,9313,7628,10,0,,2,1,8721,13
17842178544623315,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 18:49",https://www.instagram.com/stories/megaeletronicosoficialpy/3771180458974174530,"Story do Instagram",,Total,9564,7692,11,0,,2,1,8934,
18337604131239629,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 18:49",https://www.instagram.com/stories/megaeletronicosoficialpy/3771180295899599955,"Story do Instagram",,Total,8911,7804,9,0,,2,0,8376,14
18100083763776648,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 18:47",https://www.instagram.com/stories/megaeletronicosoficialpy/3771179651939756689,"Story do Instagram",,Total,8736,7866,9,0,,9,0,8077,10
17989752266857131,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","José e Anto correndo rapidinho pra garantir um lugar na fila, porque amanhã ainda tem oferta relâmpago! @josepereiramendesneto @antolesmaa @megaelectronicosparaguay",17,"11/21/2025 18:20",https://www.instagram.com/stories/megaeletronicosoficialpy/3771166095009676211,"Story do Instagram",,Total,13937,11311,10,4,,3,1,7792,
18011030906802434,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","@antolesmaa @megaelectronicosparaguay",29,"11/21/2025 18:19",https://www.instagram.com/stories/megaeletronicosoficialpy/3771165666083351255,"Story do Instagram",,Total,13693,11369,14,4,,8,1,8323,
18071435645365834,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","As entrevistas continuam por aqui 🥰 @megaelectronicosparaguay",26,"11/21/2025 18:10",https://www.instagram.com/stories/megaeletronicosoficialpy/3771161134716686730,"Story do Instagram",,Total,13309,11062,14,2,,11,2,8464,
17916003774086392,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,34,"11/21/2025 18:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3771158230949708079,"Story do Instagram",,Total,14192,11557,14,9,,11,1,8589,
17941143654084843,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,35,"11/21/2025 17:53",https://www.instagram.com/stories/megaeletronicosoficialpy/3771152236433680838,"Story do Instagram",,Total,13726,11400,8,6,,7,0,8773,
17932819233103478,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 17:44",https://www.instagram.com/stories/megaeletronicosoficialpy/3771147974056136972,"Story do Instagram",,Total,9201,8125,12,3,1,5,1,8894,7
18110276149610968,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","O que a galera tá querendo comprar amanhã? 🤔🤩🤩 Batendo um papo com os primeiros da fila 👀 @megaelectronicosparaguay",38,"11/21/2025 17:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3771144100893192396,"Story do Instagram",,Total,14325,11700,22,28,,9,4,8850,
18090600500483702,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Adoramos todos nossos clientes ❤️ @megaelectronicosparaguay",6,"11/21/2025 17:31",https://www.instagram.com/stories/megaeletronicosoficialpy/3771141439179509422,"Story do Instagram",,Total,14567,11844,18,10,,8,3,8531,
18086611100486094,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",@megaelectronicosparaguay,15,"11/21/2025 17:23",https://www.instagram.com/stories/megaeletronicosoficialpy/3771137238005194378,"Story do Instagram",,Total,9740,8503,25,20,,11,2,8898,
17943060453070320,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",@megaelectronicosparaguay,24,"11/21/2025 17:10",https://www.instagram.com/stories/megaeletronicosoficialpy/3771130750876576860,"Story do Instagram",,Total,15309,12261,27,15,5,16,3,9250,
17867006397488690,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 14:12",https://www.instagram.com/stories/megaeletronicosoficialpy/3771040970969287870,"Story do Instagram",,Total,9251,7885,22,6,1,22,0,8963,25
17865550968506519,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 14:12",https://www.instagram.com/stories/megaeletronicosoficialpy/3771040924781631354,"Story do Instagram",,Total,9084,7981,10,1,1,5,0,8736,4
18066952511116971,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 14:12",https://www.instagram.com/stories/megaeletronicosoficialpy/3771040840434147197,"Story do Instagram",,Total,9049,8046,11,4,,3,0,8784,2
17863537995530204,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 14:09",https://www.instagram.com/stories/megaeletronicosoficialpy/3771039522650972116,"Story do Instagram",,Total,9267,8093,12,4,,5,0,8834,10
18088375000761511,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 14:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3771038663732997732,"Story do Instagram",,Total,9396,8152,8,7,,4,0,8846,4
18077273084270820,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 14:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3771038629532615051,"Story do Instagram",,Total,9425,8229,13,3,,6,0,9207,4
17866543845486174,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 14:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3771038598217935854,"Story do Instagram",,Total,9559,8326,13,1,,1,0,9032,2
18081920149878036,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 14:06",https://www.instagram.com/stories/megaeletronicosoficialpy/3771037996888963506,"Story do Instagram",,Total,9763,8403,11,1,1,5,0,9565,9
18088886296937584,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 14:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3771037394301703295,"Story do Instagram",,Total,9845,8478,12,0,,3,0,9195,2
18000454367835425,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 14:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3771037343642880365,"Story do Instagram",,Total,9995,8532,14,0,,3,1,9744,12
18083444201010038,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 14:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3771036792872047733,"Story do Instagram",,Total,10183,8707,10,0,,4,3,9962,20
18092097016918917,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 14:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3771036724202926589,"Story do Instagram",,Total,10610,9054,9,1,,21,3,10175,17
18007630175811444,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 10:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3770928724356184786,"Story do Instagram",,Total,10694,8812,9,2,,18,0,10430,14
18078192796935971,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Smart Tv 32” Audisat  U$ 39,90",12,"11/21/2025 10:23",https://www.instagram.com/stories/megaeletronicosoficialpy/3770925728004141062,"Story do Instagram",,Total,11388,8945,14,25,1,21,6,10447,
18539456134046738,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 09:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3770909911887770242,"Story do Instagram",,Total,11325,8984,11,18,1,15,3,10564,
18146558761442572,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",@marcello.white,0,"11/21/2025 09:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3770903967434911564,"Story do Instagram",,Total,10555,8988,11,0,,6,0,10351,13
18162737773385042,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","@emerson_leitte  @kedsoncalista  @natanvaleri  @rodrigoo_valeri  @dessaedoda @ozeiasmezza",0,"11/21/2025 09:39",https://www.instagram.com/stories/megaeletronicosoficialpy/3770903572339841710,"Story do Instagram",,Total,10971,9074,9,1,2,10,1,10606,64
17867214852482391,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Mini Speaker Xiaomi  U$ 1,99",5,"11/21/2025 09:00",https://www.instagram.com/stories/megaeletronicosoficialpy/3770884298128824706,"Story do Instagram",,Total,11801,9139,10,1,1,7,1,10338,
18072011138341367,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 08:52",https://www.instagram.com/stories/megaeletronicosoficialpy/3770879812907942141,"Story do Instagram",,Total,11755,9206,8,6,1,2,2,11184,
18046659284451863,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Torcida atleticana marcando presença aqui na Mega Eletronicos",17,"11/21/2025 08:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3770879739826372155,"Story do Instagram",,Total,15787,12588,28,20,2,4,0,10443,
18090658921904592,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",🎉🥳,22,"11/21/2025 08:27",https://www.instagram.com/stories/megaeletronicosoficialpy/3770867256000600692,"Story do Instagram",,Total,15859,12586,13,6,1,22,1,10453,
18100222963674158,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 07:14",https://www.instagram.com/stories/megaeletronicosoficialpy/3770830673834740636,"Story do Instagram",,Total,11057,9468,11,2,,16,0,10287,5
18394534387134081,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 07:14",https://www.instagram.com/stories/megaeletronicosoficialpy/3770830625432517736,"Story do Instagram",,Total,11224,9542,11,3,,7,2,10430,1
18085135127000681,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Aqui a gente não consegue ficar parado. 💃🏼🏅🎰 @megaelectronicosparaguay",16,"11/21/2025 06:59",https://www.instagram.com/stories/megaeletronicosoficialpy/3770823321999975875,"Story do Instagram",,Total,10953,9361,7,15,,11,1,10566,
18165127273391499,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Roleta de prêmios imperdível aqui na Mega! Vem testar a sua sorte! @megaelectronicosparaguay",24,"11/21/2025 06:55",https://www.instagram.com/stories/megaeletronicosoficialpy/3770821080865914453,"Story do Instagram",,Total,16051,12907,7,3,,4,2,10586,
18093492991883108,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","A festa nunca acaba!  @megaelectronicosparaguay",12,"11/21/2025 06:46",https://www.instagram.com/stories/megaeletronicosoficialpy/3770816471199993132,"Story do Instagram",,Total,16561,13095,7,2,,12,0,11027,
17991170789730784,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 06:32",https://www.instagram.com/stories/megaeletronicosoficialpy/3770809692089032229,"Story do Instagram",,Total,11896,9716,7,0,,10,1,11590,
17968791116825843,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Haylou 2 Watch Pro U$ 4,99",5,"11/21/2025 06:31",https://www.instagram.com/stories/megaeletronicosoficialpy/3770809289679135199,"Story do Instagram",,Total,13006,9842,11,11,1,8,1,11388,
18136266736462457,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 06:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3770797213153826333,"Story do Instagram",,Total,13984,9744,12,26,,35,1,13257,
18046954937680697,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 05:08",https://www.instagram.com/stories/megaeletronicosoficialpy/3770767434392354483,"Story do Instagram",,Total,13627,9793,15,68,,15,6,12791,
18093781486700027,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 05:06",https://www.instagram.com/stories/megaeletronicosoficialpy/3770766411082841288,"Story do Instagram",,Total,12085,9880,16,1,1,4,1,11607,7
18046415378465232,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 05:06",https://www.instagram.com/stories/megaeletronicosoficialpy/3770766190168837478,"Story do Instagram",,Total,12202,9962,8,0,,4,0,11974,2
17898658185341608,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 05:06",https://www.instagram.com/stories/megaeletronicosoficialpy/3770766121818505919,"Story do Instagram",,Total,13286,10114,16,16,,9,0,12086,4
18119691127536516,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 03:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3770728795725710002,"Story do Instagram",,Total,13244,10032,9,46,2,17,2,12375,
18048446507414397,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 03:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3770728466674180945,"Story do Instagram",,Total,12336,10083,10,13,2,15,0,12008,18
17929873461114146,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 03:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3770724054165707393,"Story do Instagram",,Total,12761,10117,6,4,,8,0,12484,2
18091989718927895,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 03:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3770723944962826332,"Story do Instagram",,Total,13074,10313,9,41,,5,4,11674,8
17950718721046572,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 03:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3770723801165280100,"Story do Instagram",,Total,13123,10408,8,0,1,8,0,12773,2
17988107567883060,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/21/2025 03:38",https://www.instagram.com/stories/megaeletronicosoficialpy/3770721920045113503,"Story do Instagram",,Total,13425,10497,15,22,,5,0,12443,10
