"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,"Visitas ao perfil",Respostas,Navegação,Seguimentos,"Toques em figurinhas","Cliques no link"
18078952529019624,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/19/2025 06:10",https://www.instagram.com/stories/megaeletronicosoficialpy/3746850835461393260,"Story do Instagram",,Total,6575,5878,11,0,29,0,6205,2,,
18080996297072236,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Blackview r10
R$ 80,19
Preço sujeito a alteração",6,"10/18/2025 10:48",https://www.instagram.com/stories/megaeletronicosoficialpy/3746265964020335991,"Story do Instagram",,Total,5356,4664,16,2,26,1,4776,1,,
18082233086053090,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Blackview BV9300 Pro
R$ 1,155.77
Preço sujeito a alteração",9,"10/18/2025 10:45",https://www.instagram.com/stories/megaeletronicosoficialpy/3746264174612791412,"Story do Instagram",,Total,5432,4869,16,2,5,1,4847,,,
17860344852515933,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone Blackview Airbuds 4
R$ 49,77
Preço sujeito a alteração",6,"10/18/2025 10:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3746263042746312540,"Story do Instagram",,Total,5889,5327,17,4,13,0,4909,1,,
18000048149818276,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/18/2025 06:53",https://www.instagram.com/stories/megaeletronicosoficialpy/3746147780713582242,"Story do Instagram",,Total,4076,3660,19,1,16,1,3825,,3,
17963609432979344,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/18/2025 06:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3746146712474717828,"Story do Instagram",,Total,4283,3726,26,3,1,0,3990,1,3,
17899265001167421,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Audisat x5 Pro
R$ 60,28
Preço sujeito a alterações",12,"10/18/2025 06:50",https://www.instagram.com/stories/megaeletronicosoficialpy/3746145947123280700,"Story do Instagram",,Total,4357,3767,22,17,2,3,3866,,,
18129086188470787,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Audisat x10 
R$ 87,93
Preço sujeito a alterações",15,"10/18/2025 06:49",https://www.instagram.com/stories/megaeletronicosoficialpy/3746145410243958403,"Story do Instagram",,Total,4271,3828,23,13,3,0,4038,,,
17871772914442956,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,10,"10/18/2025 06:36",https://www.instagram.com/stories/megaeletronicosoficialpy/3746139103982106432,"Story do Instagram",,Total,4336,3941,17,1,6,1,3912,,,
18094513813796811,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Atendimento até as 15:00, te esperamos! 🤩",17,"10/18/2025 06:26",https://www.instagram.com/stories/megaeletronicosoficialpy/3746134094859065327,"Story do Instagram",,Total,4886,4347,21,0,26,2,4525,,,
18004693526814889,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","kirby And The Forgotten Land + Star - Crossed World 
U$ 76.75 - R$ 425.20 
Switch Minecraft Dungeons Ultimate Edition 
U$ 36.75 - R$ 203.60 preços sujeitos a alterações",16,"10/17/2025 12:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3745597409033430586,"Story do Instagram",,Total,3205,2871,10,0,9,1,3144,,,
17859986538522398,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Jogo para Nintendo Switch 2 EA Sports Madden 26 U$ 60.75 - R$ 336.56 preço sujeito a alteração  Ideal para fãs do esporte que buscam ação intensa",0,"10/17/2025 12:09",https://www.instagram.com/stories/megaeletronicosoficialpy/3745581621136270398,"Story do Instagram",,Total,3214,2963,13,0,,0,3162,,,
18080600929831513,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 54.75 - R$ 303.32 Jogo para Nintendo Switch 2 Star Wars Outlaws Gold Edition preço sujeito a alteração  ação + exploração + combates",0,"10/17/2025 12:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3745580747907396884,"Story do Instagram",,Total,3321,3028,14,0,1,0,3248,,,
18079600742017399,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Jogo para Nintendo Switch 2 Yakuza o Director`s Cut ação intensa + crime japonês + combates emocionantes U$ 47.75 - R$ 264.54 preço sujeito a alteração",0,"10/17/2025 12:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3745578679419271878,"Story do Instagram",,Total,3476,3113,13,0,3,0,3383,,,
17966115260969899,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Olha só o que achei na seção gamer! 😍 Preciso mostrar pra vocês todas as novidades! ✨ Jogo para Nintendo Switch 2 Story Of Seasons Grand Bazaar Premium Edition U$ 75.75- R$ 419.66 preço  sujeito a alteração",0,"10/17/2025 11:56",https://www.instagram.com/stories/megaeletronicosoficialpy/3745575602310055058,"Story do Instagram",,Total,3745,3259,15,1,3,1,3543,,,
17900665431296367,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Projetor Wanbo Dali 1 • 350 lúmens e resolução Full HD para imagens claras e vibrantes de 40"" a 120"". 
• Com Wi-Fi dual banda e Bluetooth 5.0
• Conta com sistema Android 9.0, alto-falantes integrados de 5 watts e múltiplas conexões HDMI, USB e áudio. 
•Bivolt, fácil de montar em tripé",13,"10/17/2025 07:09",https://www.instagram.com/stories/megaeletronicosoficialpy/3745430728718000995,"Story do Instagram",,Total,3756,3245,18,7,12,0,3378,,,
17893512606202759,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","• 250 lúmens, resolução Full HD 
• Compatível com Android 9.0
• Possui conectividade Wi-Fi e Bluetooth para acessar YouTube, Netflix, Disney+ e muito mais. 
• Correção Keystone ±30° 
• E fácil montagem em tripé. Wanbo Mini Pro",12,"10/17/2025 06:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3745421951792933288,"Story do Instagram",,Total,3852,3319,16,3,1,1,3403,,,
17904703122260904,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Projetor Wanbo Dali 1 U$ 97.00 - R$ 540.29 preço sujeito a alteração • Bivolt, fácil de montar em tripé • Conta com sistema Android 9.0, alto-falantes integrados de 5 watts e múltiplas conexões HDMI, USB e áudio",20,"10/17/2025 06:01",https://www.instagram.com/stories/megaeletronicosoficialpy/3745396840159335164,"Story do Instagram",,Total,3891,3274,19,7,4,0,3652,,,
18053302778308947,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Projetor Wanbo Mini Pro • Compatível com Android 9.0, possui conectividade Wi-Fi e Bluetooth para acessar YouTube, Netflix, Disney+ e muito mais
• Correção Keystone ±30° e fácil montagem em tripé
• Controle remoto - Fonte de alimentação - Manual U$ 75.00 - R$ 417.75 preço sujeito a alteração",20,"10/17/2025 05:58",https://www.instagram.com/stories/megaeletronicosoficialpy/3745395016593408780,"Story do Instagram",,Total,3982,3376,20,18,2,2,3592,2,,
18090145021849501,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Quer uma experiência de cinema em casa? 🎬🍿",12,"10/17/2025 05:53",https://www.instagram.com/stories/megaeletronicosoficialpy/3745392534614011813,"Story do Instagram",,Total,4144,3636,24,0,12,2,3646,,,
17924791935118409,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,10,"10/16/2025 15:06",https://www.instagram.com/stories/megaeletronicosoficialpy/3744946004975228454,"Story do Instagram",,Total,3205,2855,15,6,14,0,3011,,14,
17969346851801529,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,6,"10/16/2025 15:06",https://www.instagram.com/stories/megaeletronicosoficialpy/3744945910393723660,"Story do Instagram",,Total,3164,2900,15,2,1,0,2980,,7,
18139527931446932,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,9,"10/16/2025 15:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3744945844845108286,"Story do Instagram",,Total,3233,2933,16,2,3,0,3057,,6,
18328138828239846,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,8,"10/16/2025 15:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3744945716952430022,"Story do Instagram",,Total,3294,2980,17,5,1,0,3117,,13,
18066959480598980,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,34,"10/16/2025 15:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3744945550396593565,"Story do Instagram",,Total,3425,3019,18,5,1,1,3280,,7,
18082100533999976,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,29,"10/16/2025 15:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3744945461057933843,"Story do Instagram",,Total,3509,3081,19,10,3,2,3257,,17,
18290384776260098,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,33,"10/16/2025 15:04",https://www.instagram.com/stories/megaeletronicosoficialpy/3744945303570181046,"Story do Instagram",,Total,3605,3192,16,2,4,1,3395,,16,
18148032103421104,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,30,"10/16/2025 12:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3744860446995323640,"Story do Instagram",,Total,3538,3154,20,10,10,2,3362,1,13,
18068170097049032,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,27,"10/16/2025 12:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3744860331500981047,"Story do Instagram",,Total,3543,3240,17,1,1,0,3400,,8,
17922874284174401,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,26,"10/16/2025 12:15",https://www.instagram.com/stories/megaeletronicosoficialpy/3744860258713067763,"Story do Instagram",,Total,3578,3264,14,1,1,1,3347,,2,
17969902910796625,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,21,"10/16/2025 12:15",https://www.instagram.com/stories/megaeletronicosoficialpy/3744860187216946834,"Story do Instagram",,Total,3672,3319,18,1,,0,3460,,4,
18173455228317770,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,30,"10/16/2025 12:15",https://www.instagram.com/stories/megaeletronicosoficialpy/3744860031809612900,"Story do Instagram",,Total,3753,3360,17,1,1,0,3455,,7,
17902585875269639,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,10,"10/16/2025 12:15",https://www.instagram.com/stories/megaeletronicosoficialpy/3744859959088723542,"Story do Instagram",,Total,3813,3402,19,0,2,0,3401,1,37,
18079256084009222,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Jogo para PlayStation 5 Dragon ball Z Xenoverse 2 
 Naruto ultimate ninja storm U$ 19.75 - R$ 109.81 preço sujeito a alteração",13,"10/16/2025 10:56",https://www.instagram.com/stories/megaeletronicosoficialpy/3744820501559755959,"Story do Instagram",,Total,3831,3386,17,2,3,0,3733,,,
17860618689447269,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Jogo para PlayStation 5
The Last of Us, Part I e  Part II Part I: U$ 41,00 - R$ 227.96 Part II: U$ 43.75 - R$ 243.25 preço sujeito a alterações",11,"10/16/2025 10:50",https://www.instagram.com/stories/megaeletronicosoficialpy/3744817439617184607,"Story do Instagram",,Total,3890,3450,19,3,,0,3782,,,
17965735136975596,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Jogo para Nintendo Switch Resident Evil
U$ 35.75 - R$ 198.77
Jogo para Nintendo Switch Assassin’s Creed  III
U$ 23.75 - R$ 132.05 Preços sujeito a alterações",15,"10/16/2025 10:45",https://www.instagram.com/stories/megaeletronicosoficialpy/3744814990999258880,"Story do Instagram",,Total,4018,3482,17,1,5,1,3923,1,,
18071823539220350,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 42.75 - R$ 237.69 Jogo para Nintendo switch de Legend of Zelda Breath of The Wild preço sujeito a alteração",0,"10/16/2025 10:26",https://www.instagram.com/stories/megaeletronicosoficialpy/3744805390161915617,"Story do Instagram",,Total,4306,3612,17,0,2,0,4139,,,
18125347231496438,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Para quem é gamer de verdade  Chagaram novos jogos incríveis aqui na loja! 🔥",0,"10/16/2025 10:17",https://www.instagram.com/stories/megaeletronicosoficialpy/3744800828629828681,"Story do Instagram",,Total,4577,3770,22,2,4,4,4269,,,
18056848031217727,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Xiaomi Redmi Note 14 Pro NFC Dual SIM U$ 208.00 - R$ 1,158.56 preço sujeito a alteração",27,"10/16/2025 06:53",https://www.instagram.com/stories/megaeletronicosoficialpy/3744698296578441075,"Story do Instagram",,Total,5050,4142,36,33,18,12,4642,2,,
17879038503308897,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Xiaomi POCO C75 NFC Dual SIM U$ 115.00 - R$ 640.55 preço sujeito a alteração",18,"10/16/2025 06:39",https://www.instagram.com/stories/megaeletronicosoficialpy/3744690793706789115,"Story do Instagram",,Total,4974,4327,28,10,17,2,4528,1,,
18094193050769734,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Xiaomi POCO M7 NFC Dual SIM U$ 114.00 - R$ 634.98 preço sujeito a alteração",20,"10/16/2025 06:31",https://www.instagram.com/stories/megaeletronicosoficialpy/3744686902290254296,"Story do Instagram",,Total,5211,4474,21,15,7,1,4688,1,,
18080724893044051,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Xiaomi POCO C71 Dual SIM U$ 59.50 - R$ 331.42 preço sujeito a alteração",17,"10/16/2025 06:27",https://www.instagram.com/stories/megaeletronicosoficialpy/3744684854178034577,"Story do Instagram",,Total,5433,4639,24,26,6,4,4571,1,,
17860091679516912,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Alguém pediu celulares Xiaomi?
Potencia e preços acessíveis! 📱🔥",12,"10/16/2025 06:23",https://www.instagram.com/stories/megaeletronicosoficialpy/3744682958075800060,"Story do Instagram",,Total,5922,5174,42,5,21,3,4995,,,
18346597315162959,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Lembrando que todos os produtos da Audisat têm garantia 🤩",10,"10/15/2025 06:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3743954885244194024,"Story do Instagram",,Total,5965,5091,22,1,60,2,5610,3,,
18534253144024136,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Audisat X5 Pro com Bluetooth U$ 10.90 - R$ 60.93 preço sujeito a alteração",23,"10/15/2025 06:12",https://www.instagram.com/stories/megaeletronicosoficialpy/3743952425133876299,"Story do Instagram",,Total,6108,5311,26,23,10,5,5759,,,
18074753557917042,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Microfone Sem Fio para Smartphone Audisat X VLOG  U$ 14.90 - R$ 83.29 preço sujeito a alteração",19,"10/15/2025 06:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3743950191323058231,"Story do Instagram",,Total,6131,5395,24,18,4,0,5846,1,,
18070234997208401,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Notebook Audisat X100 U$ 275.00 - R$ 1,537.25 preço sujeito a alteração",31,"10/15/2025 06:04",https://www.instagram.com/stories/megaeletronicosoficialpy/3743948830455974253,"Story do Instagram",,Total,6516,5542,27,16,4,2,6302,,,
18001140713665985,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Smart TV LED 32"" Audisat AD-32 (2026) HD U$ 85.00 - R$ 475.15 preço sujeito a alteração",18,"10/15/2025 05:58",https://www.instagram.com/stories/megaeletronicosoficialpy/3743945776490943150,"Story do Instagram",,Total,6676,5673,25,40,5,3,6055,,,
18082989145806901,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de Ouvido Sem Fio Audisat X1 Pro com ENC U$ 4.99 - R$ 27.89 preço sujeito a alteração",21,"10/15/2025 05:52",https://www.instagram.com/stories/megaeletronicosoficialpy/3743942803526366403,"Story do Instagram",,Total,6527,5823,24,23,10,1,6111,,,
17949271650041460,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Os produtos mais pedidos pelos nossos clientes ✨ ✨",12,"10/15/2025 05:47",https://www.instagram.com/stories/megaeletronicosoficialpy/3743940294359505216,"Story do Instagram",,Total,7285,6470,38,3,13,7,6291,3,,
18089516866895096,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 99.00 - R$ 557.37 preços sujeito a alterações  Celular Blackview BV4800 Pro NFC Dual SIM",28,"10/14/2025 08:23",https://www.instagram.com/stories/megaeletronicosoficialpy/3743294089250061821,"Story do Instagram",,Total,6673,5369,15,9,30,3,6307,2,,
18056407808248210,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","O sorteio foi realizado no sábado, dia 11, e já temos uma ganhadora! 🥳🥳 @fernandasalatino",0,"10/14/2025 08:01",https://www.instagram.com/stories/megaeletronicosoficialpy/3743282832803445952,"Story do Instagram",,Total,7062,5669,13,2,11,0,6459,1,197,
18094296337823626,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Itel A90 A6610L Dual SIM U$ 55.00 - R$ 309.65
 preços sujeito a alterações  Disponível também em outras cores Infelizmente não fazemos envios para outros países, esperamos vocês aqui na loja ❤️",28,"10/14/2025 07:58",https://www.instagram.com/stories/megaeletronicosoficialpy/3743281134378797242,"Story do Instagram",,Total,7002,5891,24,15,11,1,6630,1,,
18001958300664903,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Hoje responderemos todas as suas perguntas de ontem 🔥 🔥",0,"10/14/2025 07:50",https://www.instagram.com/stories/megaeletronicosoficialpy/3743277092328034498,"Story do Instagram",,Total,7151,6263,23,1,17,4,6565,,,
17997121925684287,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,60,"10/13/2025 10:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3742636547423456083,"Story do Instagram",,Total,4964,4039,27,13,24,2,4715,4,,
18003933650657237,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",🤩🤩🤩,0,"10/13/2025 10:35",https://www.instagram.com/stories/megaeletronicosoficialpy/3742635607672870223,"Story do Instagram",,Total,4949,4219,25,3,10,19,4645,,98,
18481205608078993,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Qual outra marca vocês gostariam de explorar um pouquinho mais?  @antolesmaa",15,"10/13/2025 06:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3742513768141261283,"Story do Instagram",,Total,4757,4246,18,0,13,0,4667,1,,
17877297234420204,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de Ouvido Sem Fio QCY Melobuds N50 U$ 17.00 - R$ 95.20 preços sujeito a alterações • Com drivers de 12 mm
• 3 microfones por fone
• A tecnologia ANC e ENC reduz ruídos externos
• Com até 6 horas de autonomia
• Certificação IPX5
• Entregam som nítido e chamadas com alta clareza",0,"10/13/2025 06:27",https://www.instagram.com/stories/megaeletronicosoficialpy/3742510510668630007,"Story do Instagram",,Total,4921,4349,22,0,9,1,4755,,,
18088910503870225,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de Ouvido Sem Fio QCY T13X U$ 15.00 - R$ 84.00 preços sujeito a alterações • Com Bluetooth 5.3
• Drivers dinâmicos de 7,2 mm 
• Com cancelamento de ruído de vento (WNC) 
• Dois microfones por fone
• Oferecem chamadas claras e som imersivo 
• Até 8 horas de autonomia, chegando a 30 horas com estojo de recarga
• Resistentes à água (IPX4) 
• Controle por toque 
• Compatíveis com assistentes virtuais",0,"10/13/2025 06:20",https://www.instagram.com/stories/megaeletronicosoficialpy/3742507199181706591,"Story do Instagram",,Total,5113,4443,23,0,5,0,4930,,,
18372301990147964,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio QCY Urban GS preços sujeito a alterações • Tela AMOLED HD de 1.95""
• Compatível com iOS e Android 
• Monitora frequência cardíaca, SpO2, sono, estresse, hidratação e mais de 120 esportes
• Receba notificações inteligentes 
• Com resistência à água 5 ATM  U$ 45.00 - R$ 252.00",24,"10/13/2025 06:04",https://www.instagram.com/stories/megaeletronicosoficialpy/3742499050538215210,"Story do Instagram",,Total,5457,4541,33,16,2,2,5234,,,
18205949197311315,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio QCY GT2 WA23S3A com Bluetooth  U$ 24.00 - R$ 134.40 preços sujeito a alterações • Com tela AMOLED sensível ao toque de 1.43""
• monitora frequência cardíaca, SpO2, sono, estresse e saúde feminina
• Registra mais de 100 esportes 
• recebe notificações 
• A bateria de 300 mAh",0,"10/13/2025 05:55",https://www.instagram.com/stories/megaeletronicosoficialpy/3742494316242789206,"Story do Instagram",,Total,5556,4655,24,8,3,3,5224,,,
18042559415454611,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de Ouvido Sem Fio QCY MeloBuds Neo U$ 15.00 - R$ 84.00 preços sujeito a alterações • Com drivers de 10 mm 
• Possuem controles por toque e display integrado que exibe o nível da bateria
• cancelamento de ruído ambiental",13,"10/13/2025 05:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3742492342537523004,"Story do Instagram",,Total,5530,4795,25,2,2,0,5224,1,,
18113067211487627,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de Ouvido Sem Fio QCY Crossky R70 preços sujeito a alterações  U$ 35.00 - R$ 196.00",24,"10/13/2025 05:46",https://www.instagram.com/stories/megaeletronicosoficialpy/3742489999548942990,"Story do Instagram",,Total,6370,5517,31,6,6,1,5436,,,
17890345773358211,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Qualidade, ótimos preços e designs lindos 
confere tudo nos próximos stories! ⭐️⭐️⭐️⭐️⭐️",13,"10/13/2025 05:41",https://www.instagram.com/stories/megaeletronicosoficialpy/3742487606111356512,"Story do Instagram",,Total,7002,5943,37,0,21,5,5603,1,,
18073442047950332,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/12/2025 04:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3741714165103728207,"Story do Instagram",,Total,4050,3289,12,3,17,0,3925,2,,
17870877084445030,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/12/2025 04:02",https://www.instagram.com/stories/megaeletronicosoficialpy/3741712816970565811,"Story do Instagram",,Total,4355,3444,11,0,2,1,4256,,,
18054526943274612,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/12/2025 04:01",https://www.instagram.com/stories/megaeletronicosoficialpy/3741712279764126248,"Story do Instagram",,Total,4532,3499,12,5,7,0,4292,,,
17897211723312825,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/12/2025 03:59",https://www.instagram.com/stories/megaeletronicosoficialpy/3741711350650306319,"Story do Instagram",,Total,4320,3549,10,1,1,0,4224,,,
17964633548830253,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/12/2025 03:59",https://www.instagram.com/stories/megaeletronicosoficialpy/3741711350138564778,"Story do Instagram",,Total,4491,3578,9,0,1,0,4387,,,
18055592462262499,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/12/2025 03:59",https://www.instagram.com/stories/megaeletronicosoficialpy/3741711349400368756,"Story do Instagram",,Total,4449,3702,8,1,2,0,4325,,,
18149493658369937,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"10/12/2025 03:58",https://www.instagram.com/stories/megaeletronicosoficialpy/3741711059708170251,"Story do Instagram",,Total,4632,4039,14,1,12,2,4433,1,,
18100322722646390,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Parabéns @fernandasalatino 
Por cumplir com todas 
as regras 🥳🥳",0,"10/11/2025 11:11",https://www.instagram.com/stories/megaeletronicosoficialpy/3741203856282968613,"Story do Instagram",,Total,4357,3284,18,0,22,2,3836,1,157,
17881133961283920,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","@fernandasalatino  Parabéns!! 🥳🥳🥳 Ganhadora do IPhone 17",24,"10/11/2025 10:55",https://www.instagram.com/stories/megaeletronicosoficialpy/3741196186008264584,"Story do Instagram",,Total,5114,3504,22,2,10,0,3961,1,185,
18075319388121885,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Regras Importantes para o Sorteio ! ⚠️ ⚠️ Atenção 🚨",24,"10/11/2025 07:49",https://www.instagram.com/stories/megaeletronicosoficialpy/3741102479519073762,"Story do Instagram",,Total,3638,3028,36,0,78,4,3487,,,
18289014943275921,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Vem e mostra teus passinhos de dança escondidos! 💃🕺✨",15,"10/11/2025 07:46",https://www.instagram.com/stories/megaeletronicosoficialpy/3741100860987493729,"Story do Instagram",,Total,3661,3145,21,0,1,2,3436,,,
18046092296362415,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Como estão se divertindo os pequenos aqui na Mega hoje? 🤩
O dia está perfeito 
não fique com vontade, vem também @megaelectronicosparaguay",36,"10/11/2025 07:28",https://www.instagram.com/stories/megaeletronicosoficialpy/3741092038654903189,"Story do Instagram",,Total,5405,4275,21,3,8,2,3600,1,,
