"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,"Visitas ao perfil",Respostas,"Toques em figurinhas",Navegação,"Cliques no link"
17914741206357531,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"04/09/2026 17:59",https://www.instagram.com/stories/megaeletronicosoficialpy/3871868943740965562,"Story do Instagram",,Total,5536,4514,8,0,,30,4,123,5350,
18087820541249189,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/09/2026 17:54",https://www.instagram.com/stories/megaeletronicosoficialpy/3871866386465435108,"Story do Instagram",,Total,5389,4541,10,7,,5,3,13,4976,
18075122048550435,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/09/2026 17:53",https://www.instagram.com/stories/megaeletronicosoficialpy/3871866155560601337,"Story do Instagram",,Total,5604,4664,12,7,,6,2,6,5205,
18447737314129910,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/09/2026 17:53",https://www.instagram.com/stories/megaeletronicosoficialpy/3871866077026481626,"Story do Instagram",,Total,5590,4694,16,14,,4,3,15,5052,
18103943078316650,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/09/2026 17:52",https://www.instagram.com/stories/megaeletronicosoficialpy/3871865257165899257,"Story do Instagram",,Total,5496,4785,8,2,,7,0,7,5145,
17964719163051384,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/09/2026 17:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3871864889124090116,"Story do Instagram",,Total,5852,5268,16,8,2,23,0,11,5237,
17893632660307245,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,10,"04/09/2026 11:36",https://www.instagram.com/stories/megaeletronicosoficialpy/3871675976271390511,"Story do Instagram",,Total,4414,3968,9,0,,18,0,,4211,
17958125400099859,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,32,"04/09/2026 11:34",https://www.instagram.com/stories/megaeletronicosoficialpy/3871675394890489452,"Story do Instagram",,Total,4486,4097,13,3,,4,0,,4339,
18161271133442522,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,12,"04/09/2026 11:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3871674587747049423,"Story do Instagram",,Total,4562,4142,12,5,,1,0,,4176,
18100870093975986,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,18,"04/09/2026 11:15",https://www.instagram.com/stories/megaeletronicosoficialpy/3871666062085941881,"Story do Instagram",,Total,5052,4539,11,7,,3,1,,4432,
18076301843643344,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Confira tudo no site agora 👇",13,"04/09/2026 11:10",https://www.instagram.com/stories/megaeletronicosoficialpy/3871663203130872079,"Story do Instagram",,Total,4797,4264,11,2,,9,2,,4676,67
18066042512676816,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Aiwa AWF215BT 900 watts P.M.P.O com Bluetooth Rádio FM Auxiliar USB U$ 94.90-R$ 493.48 Valor sujeito a alteração",18,"04/09/2026 10:58",https://www.instagram.com/stories/megaeletronicosoficialpy/3871656921145606800,"Story do Instagram",,Total,4853,4307,10,3,1,4,1,,4596,3
18073400645531535,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Caixa de Som Aiwa AWPOH35PLUS 2 de 6.5"" 600 watts P.M.P.O com Bluetooth USB FM U$ 88.90-R$ 462.28 Valor sujeito a alteração",18,"04/09/2026 10:54",https://www.instagram.com/stories/megaeletronicosoficialpy/3871654969116580174,"Story do Instagram",,Total,4974,4390,14,7,,5,1,,4623,10
18080220389624490,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Separei algumas opções de caixas de som da Aiwa pra você escolher a sua favorita 🎶",17,"04/09/2026 10:47",https://www.instagram.com/stories/megaeletronicosoficialpy/3871652443499646025,"Story do Instagram",,Total,5002,4505,12,2,,12,1,,4607,
17920284960127936,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,12,"04/09/2026 07:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3871540679977511726,"Story do Instagram",,Total,4631,4227,7,0,,12,1,,4527,
17965832984897762,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,10,"04/09/2026 07:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3871540116011396004,"Story do Instagram",,Total,4644,4275,9,0,,1,0,,4544,
18198686836348534,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,16,"04/09/2026 07:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3871539819524392757,"Story do Instagram",,Total,4695,4340,16,1,,5,0,,4580,
18455751610110783,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Perfume Unissex L'haya Caramel Cashmeran Extrait De Parfum 100 ml U$ 25.00-R$ 130.00 Valor sujeito a alteração",15,"04/09/2026 06:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3871533036907015716,"Story do Instagram",,Total,4762,4460,10,0,1,8,1,,4629,3
18083256980618274,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Perfume Unissex L'haya Marshmallow Candy Extrait De Parfum 100 ml U$ 25.00-R$ 130.50 Valor sujeito a alteração",18,"04/09/2026 06:49",https://www.instagram.com/stories/megaeletronicosoficialpy/3871531568095358703,"Story do Instagram",,Total,4809,4560,11,1,,2,0,,4675,4
18583035502014871,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Perfume Unissex L'haya Mansoury Extrait De Parfum 100 ml U$ 25.00-R$ 130.50 Valor sujeito a alteração",15,"04/09/2026 06:45",https://www.instagram.com/stories/megaeletronicosoficialpy/3871529843112297787,"Story do Instagram",,Total,4873,4597,12,1,1,4,0,,4719,4
18108887992893095,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Perfume Unissex L'haya Maharaja Oud Extrait De Parfum 100 ml U$ 25.00-R$ 130.50 Valor sujeito a alteração",22,"04/09/2026 06:41",https://www.instagram.com/stories/megaeletronicosoficialpy/3871527879725027651,"Story do Instagram",,Total,5057,4655,14,3,,4,1,,4862,5
18089852410952710,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Perfume Unissex L'haya Oud Royale Extrait De Parfum 100 ml U$ 28.00-R$ 146.16 Valor sujeito a alteração",17,"04/09/2026 06:38",https://www.instagram.com/stories/megaeletronicosoficialpy/3871526469071561193,"Story do Instagram",,Total,5273,4816,15,4,,8,0,,5003,4
18139509004445562,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,15,"04/09/2026 06:35",https://www.instagram.com/stories/megaeletronicosoficialpy/3871524792104955236,"Story do Instagram",,Total,5845,5293,20,2,1,29,1,,5246,
18093389216154838,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Máscara Facial DR.Reju-All Advanced PDRN Rejuvenating - 4 Unidades U$ 19.00-R$ 98.99 Valor sujeito a alteração",16,"04/08/2026 12:30",https://www.instagram.com/stories/megaeletronicosoficialpy/3870978623947719125,"Story do Instagram",,Total,5872,5371,8,2,1,38,0,,5663,2
18072867545241159,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sérum Facial Dr.Reju-All Advanced Retino-Mela U$ 32.00-R$ 166.72 Valor sujeito a alteração",20,"04/08/2026 12:26",https://www.instagram.com/stories/megaeletronicosoficialpy/3870976378912947385,"Story do Instagram",,Total,5889,5516,8,5,1,16,1,,5773,5
18066340139334691,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Creme Facial Hidratante DR.Reju-All Advanced PDRN Rejuvenating U$ 29.00-R$ 151.09 Valor sujeito a alteração",10,"04/08/2026 12:21",https://www.instagram.com/stories/megaeletronicosoficialpy/3870974096037167847,"Story do Instagram",,Total,6001,5615,8,4,,3,0,,5766,1
17849062287678537,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Creme Facial Hidratante DR.Reju-All Advanced PDRN Rejuvenating U$ 60.00-R$ 312.60 Valor sujeito a alteração",20,"04/08/2026 12:17",https://www.instagram.com/stories/megaeletronicosoficialpy/3870972028991843506,"Story do Instagram",,Total,6202,5728,10,2,1,3,0,,6082,1
17858608536628599,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Creme Facial Hidratante DR.Reju-All Advanced LC-Ceramide Barrier 50 ml U$ 28.00-R$ 145.88 Valor sujeito a alteração",12,"04/08/2026 12:13",https://www.instagram.com/stories/megaeletronicosoficialpy/3870970310593915689,"Story do Instagram",,Total,6518,5904,12,9,1,9,0,,6161,4
18091471166229363,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Distribuidor oficial da marca Dr.reju-all Essa marca é simplesmente campeã de vendas na Coreia!! ✨✨",11,"04/08/2026 12:10",https://www.instagram.com/stories/megaeletronicosoficialpy/3870968342701988395,"Story do Instagram",,Total,7027,6096,13,5,2,19,1,,6366,
18072156353252520,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/08/2026 09:45",https://www.instagram.com/stories/megaeletronicosoficialpy/3870895520542170858,"Story do Instagram",,Total,7520,6173,18,1,3,26,0,54,6500,
18103674845486850,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Tablet Xiaomi Redmi Pad SE 8.7 4G 128GB U$ 119.90-R$ 631.87 Valor sujeito a alteração",21,"04/08/2026 05:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3870773344291906100,"Story do Instagram",,Total,7206,5863,15,25,1,35,3,,6693,43
18089459432229455,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Xiaomi Redmi 15C Dual SIM de 128GB U$ 106.00-R$ 558.62 Valor sujeito a alteração",16,"04/08/2026 05:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3870773149776821819,"Story do Instagram",,Total,7425,6043,17,15,1,8,5,,6729,26
18128220814603982,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Celular Xiaomi POCO C71 Dual SIM de 64GB U$ 80.00-R$ 421.60 Valor sujeito a alteração",22,"04/08/2026 05:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3870773105644369902,"Story do Instagram",,Total,7711,6107,18,28,,6,1,,7067,30
18190795843362869,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 27.00-R$ 142.29 Valor sujeito a alteração  Relógio Xiaomi Redmi Watch 5 Active M2351W1 com Bluetooth",22,"04/08/2026 05:41",https://www.instagram.com/stories/megaeletronicosoficialpy/3870772952359318494,"Story do Instagram",,Total,7581,6203,27,42,1,14,3,,6731,72
17956168317103122,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Bom dia! Hoje é dia de mostrar Xiaomi bom e barato fique aqui comigo 🤭",16,"04/08/2026 05:41",https://www.instagram.com/stories/megaeletronicosoficialpy/3870772678605495181,"Story do Instagram",,Total,8136,6835,30,4,1,39,5,,6827,
18089713691591590,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Creme Facial Hidratante Centellian24 Madeca Cream Time Reverse Zero 80 ml U$ 25.00-R$ 132.25 Valor sujeito a alteração",20,"04/07/2026 12:01",https://www.instagram.com/stories/megaeletronicosoficialpy/3870239199936966037,"Story do Instagram",,Total,5105,4635,15,11,,27,3,,4916,14
18092731553329294,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Creme Facial Hidratante Centellian24 Madeca Cream Time Reverse 50 ml U$ 15.00-R$ 79.35 Valor sujeito a alteração",19,"04/07/2026 12:00",https://www.instagram.com/stories/megaeletronicosoficialpy/3870238889835243110,"Story do Instagram",,Total,5149,4714,15,5,,3,1,,4915,8
18060013631431482,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Creme Facial Hidratante Centellian24 Expert Madeca Cream Active Renew PDRN 
U$ 25.00-R$ 132.25 Valor sujeito a alteração",21,"04/07/2026 12:00",https://www.instagram.com/stories/megaeletronicosoficialpy/3870238670632529502,"Story do Instagram",,Total,5284,4785,17,4,,6,0,,5009,5
18043013150774975,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Chegou novidade da Centellian24 🔥 Novidade fresquinha pra vocês !",15,"04/07/2026 11:59",https://www.instagram.com/stories/megaeletronicosoficialpy/3870238224224383560,"Story do Instagram",,Total,5578,4913,26,5,,8,0,,5075,
18107949223857827,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Perfume Feminino Al Wataniah Ameerati U$ 9.50-R$ 50.07 Valor sujeito a alteração",13,"04/07/2026 06:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3870072027009360111,"Story do Instagram",,Total,5150,4408,19,7,,18,3,,4707,27
17907425097386790,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Perfume Feminino Al Wataniah Durrat Al Aroos Love U$ 24.75-R$ 130.43 Valor sujeito a alteração",18,"04/07/2026 06:28",https://www.instagram.com/stories/megaeletronicosoficialpy/3870071520991733200,"Story do Instagram",,Total,5174,4443,15,8,1,2,0,,4839,10
18100974977490639,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Perfume Feminino Al Wataniah Shagaf Al Ward U$ 14.50-R$ 76.42 Valor sujeito a alteração",21,"04/07/2026 06:25",https://www.instagram.com/stories/megaeletronicosoficialpy/3870070433719058434,"Story do Instagram",,Total,5317,4496,21,18,,6,3,,4849,23
17893513185306517,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","3 perfumes incríveis chegando nos stories Prepara o print 👀 Revendedor oficial autorizado da marca Al Wataniah🌸",10,"04/07/2026 06:12",https://www.instagram.com/stories/megaeletronicosoficialpy/3870063639022079776,"Story do Instagram",,Total,5248,4578,25,5,1,10,0,,4566,
18147018817484018,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,17,"04/07/2026 05:30",https://www.instagram.com/stories/megaeletronicosoficialpy/3870042654038382712,"Story do Instagram",,Total,5426,4816,16,2,,10,1,,4991,
18120780331627956,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"04/07/2026 05:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3870042034413849506,"Story do Instagram",,Total,5205,4684,16,1,,2,1,,5095,
18160014556429973,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,19,"04/07/2026 05:27",https://www.instagram.com/stories/megaeletronicosoficialpy/3870040849002889907,"Story do Instagram",,Total,5307,4744,21,3,1,7,1,,5172,
17899666227263779,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,11,"04/07/2026 05:25",https://www.instagram.com/stories/megaeletronicosoficialpy/3870039846690036187,"Story do Instagram",,Total,5695,5210,21,5,1,4,0,,5089,
18118147954651533,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Acompanha os próximos story 🔥 Quer marcar presença?",20,"04/07/2026 05:24",https://www.instagram.com/stories/megaeletronicosoficialpy/3870039304081323135,"Story do Instagram",,Total,5888,5286,31,0,3,33,2,,5479,
18091265189270613,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"04/06/2026 12:46",https://www.instagram.com/stories/megaeletronicosoficialpy/3869537377710546942,"Story do Instagram",,Total,5042,4597,13,2,,41,1,,4910,
17942402946172094,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,17,"04/06/2026 12:45",https://www.instagram.com/stories/megaeletronicosoficialpy/3869536525788686968,"Story do Instagram",,Total,5090,4734,12,0,,7,1,,4982,
17893960227441813,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"04/06/2026 12:44",https://www.instagram.com/stories/megaeletronicosoficialpy/3869536029761891562,"Story do Instagram",,Total,5284,4775,12,1,,1,0,,5177,
18540899266067798,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"04/06/2026 12:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3869535317678159599,"Story do Instagram",,Total,5498,4827,12,1,,3,1,,5382,
18101786092758730,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,14,"04/06/2026 12:41",https://www.instagram.com/stories/megaeletronicosoficialpy/3869534833848376962,"Story do Instagram",,Total,6155,5344,16,1,,6,0,,5592,
18125260570584045,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Relógio Audisat X5 Pro com Bluetooth U$ 10.90-R$ 57.33 Valor sujeito a alteração",20,"04/06/2026 12:17",https://www.instagram.com/stories/megaeletronicosoficialpy/3869522519657054920,"Story do Instagram",,Total,5937,5168,14,36,1,5,1,,5437,38
18096984431318271,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Audisat X5 Power 10 watts P.M.P.O com Bluetooth U$ 6.50-R$ 34.19 Valor sujeito a alteração",18,"04/06/2026 12:17",https://www.instagram.com/stories/megaeletronicosoficialpy/3869522423020303085,"Story do Instagram",,Total,5767,5235,12,7,,7,0,,5535,4
18072917711215468,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Audisat X10 20 watts P.M.P.O com Bluetooth U$ 11.00-R$ 57.86 Valor sujeito a alteração",23,"04/06/2026 12:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3869522208632630867,"Story do Instagram",,Total,5894,5341,16,11,,5,1,,5608,3
18080330102437188,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Aqui você encontra a linha completa da audisat  E no melhor preço do Paraguai 🇵🇾",23,"04/06/2026 12:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3869522081402645613,"Story do Instagram",,Total,6072,5542,18,0,1,21,0,,5745,
18116669329659458,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Máscara Facial Medicube PDRN Pink Collagen Gel Mask - 4 Unidades U$ 20.00-R$ 105.40 Valor sujeito a alteração",25,"04/06/2026 08:06",https://www.instagram.com/stories/megaeletronicosoficialpy/3869396441798628131,"Story do Instagram",,Total,5827,5382,18,5,1,18,3,,5662,7
18084813068603130,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Almofadas Tônicas Medicube Zero Pore Pad 2.0 de 70 Unidades U$ 24.00-R$ 126.48 Valor sujeito a alteração",21,"04/06/2026 08:06",https://www.instagram.com/stories/megaeletronicosoficialpy/3869396308293952900,"Story do Instagram",,Total,5865,5493,17,6,,8,1,,5649,10
18095765200863521,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sérum Facial Medicube PDRN Pink Exosome Shot 7500 U$ 22.00-R$ 115.94 Valor sujeito a alteração",13,"04/06/2026 08:06",https://www.instagram.com/stories/megaeletronicosoficialpy/3869396190811466158,"Story do Instagram",,Total,5952,5578,14,5,,1,2,,5706,8
18188349562370687,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Creme Facial Hidratante Medicube Collagen Jelly U$ 22.00-R$ 115.94 Valor sujeito a alteração",20,"04/06/2026 08:06",https://www.instagram.com/stories/megaeletronicosoficialpy/3869396096380922866,"Story do Instagram",,Total,6192,5714,16,4,1,8,0,,5968,4
18187837912370925,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sérum para Contorno de Olhos Medicube PDRN Pink Peptide  U$ 18.50-R$ 97.50 Valor sujeito a alteração",19,"04/06/2026 08:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3869395844001258760,"Story do Instagram",,Total,6574,5821,21,12,,7,0,,6307,5
18082955945577283,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 189.00-R$ 996.03 Valor sujeito a alteração  Rejuvenescedor Facial 6 em 1 Medicube Age-R Booster Pro",27,"04/06/2026 08:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3869394578244194074,"Story do Instagram",,Total,6742,5979,16,25,,6,1,,6386,18
18087951374189314,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Somos revendedores oficiais autorizados da Medicube 🤩✨ Acompanha comigo os próximos storys 🤩",21,"04/06/2026 08:02",https://www.instagram.com/stories/megaeletronicosoficialpy/3869394473017536688,"Story do Instagram",,Total,6754,6261,23,7,2,16,2,,6227,
18017128364827833,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Bom dia pessoal !! Te esperamos até as 16:30 🤩",20,"04/06/2026 04:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3869292562142563813,"Story do Instagram",,Total,7466,6717,39,3,7,70,8,,6879,
18078097151154574,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/05/2026 04:46",https://www.instagram.com/stories/megaeletronicosoficialpy/3868570802056607536,"Story do Instagram",,Total,6777,5766,23,45,3,55,3,56,6533,
18092880326143134,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/05/2026 04:39",https://www.instagram.com/stories/megaeletronicosoficialpy/3868567361905282143,"Story do Instagram",,Total,7051,6078,20,26,1,25,4,36,6466,
17949179463129028,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/05/2026 03:48",https://www.instagram.com/stories/megaeletronicosoficialpy/3868541759018000017,"Story do Instagram",,Total,6752,6142,23,1,1,28,2,,6411,
18086368799602989,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Resumão desse dia inesquecível 🫣✨",40,"04/04/2026 13:34",https://www.instagram.com/stories/megaeletronicosoficialpy/3868113237455699099,"Story do Instagram",,Total,5331,4713,23,0,3,33,2,,5158,
18046179287723950,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sábado com bingo por aqui 🤩🔥",21,"04/04/2026 11:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3868055877371142666,"Story do Instagram",,Total,5075,4526,19,0,,21,0,,4827,
18383981959091756,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Diretamente do Rio de Janeiro para a Mega Eletrônicos 🤩",43,"04/04/2026 07:34",https://www.instagram.com/stories/megaeletronicosoficialpy/3867930618198330116,"Story do Instagram",,Total,4907,4319,26,5,1,19,3,,4607,
18061548122401577,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","O melhor para nós é ver o sorriso de vocês cada dia! 🥰✨",16,"04/04/2026 06:54",https://www.instagram.com/stories/megaeletronicosoficialpy/3867910580884042495,"Story do Instagram",,Total,5059,4217,12,2,,8,0,,4867,
18129544009492590,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"04/04/2026 06:44",https://www.instagram.com/stories/megaeletronicosoficialpy/3867905399282825712,"Story do Instagram",,Total,5148,4285,7,2,1,5,0,,5084,
17973001250864353,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"04/04/2026 06:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3867904905462255847,"Story do Instagram",,Total,4866,4331,7,1,1,,0,,4836,
18320332456266570,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"04/04/2026 06:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3867904641489532344,"Story do Instagram",,Total,4907,4379,8,0,,1,0,,4860,
18046138883752150,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"04/04/2026 06:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3867904153507456929,"Story do Instagram",,Total,4946,4435,10,0,,1,0,,4902,
18039941186568517,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"04/04/2026 06:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3867903278021949627,"Story do Instagram",,Total,5127,4510,9,0,,1,0,,5085,
18079147910616887,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"04/04/2026 06:39",https://www.instagram.com/stories/megaeletronicosoficialpy/3867902972282343389,"Story do Instagram",,Total,5152,4631,8,0,,3,0,,5089,
18107909539853014,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Corre porque a Mega Páscoa já começou! 🐰💃",25,"04/04/2026 06:28",https://www.instagram.com/stories/megaeletronicosoficialpy/3867898607018573544,"Story do Instagram",,Total,5101,4749,16,0,,1,0,,4979,
17890524369331848,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Degustação de fondue te esperando! Hoje é dia de experiência deliciosa🍫",15,"04/04/2026 06:18",https://www.instagram.com/stories/megaeletronicosoficialpy/3867892480574867129,"Story do Instagram",,Total,5229,4869,15,5,,5,0,,5029,
18045755711753286,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",@groupelectrobras.py,15,"04/04/2026 05:57",https://www.instagram.com/stories/megaeletronicosoficialpy/3867881920542112513,"Story do Instagram",,Total,6233,5651,18,2,1,6,0,,5158,
18090585890178859,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Venham comemorar com a gente essa Páscoa  Esperamos vocês até as 15:00 🥰",34,"04/04/2026 05:09",https://www.instagram.com/stories/megaeletronicosoficialpy/3867857382555060932,"Story do Instagram",,Total,5960,5431,27,3,2,11,2,,5753,
